location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,Lift(s),Full Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,locality_score,project_score,builder_experience,Intercom,Indoor Games,ATM,Maintenance Staff,Staff Quarter,Multipurpose Room,Car Parking,Hospital,School,Shopping Mall,Vaastu Compliant,Cafeteria,Rain Water Harvesting,Golf Course
Mohali Sector 127,950,2290000,INR,,1,1,"It is a furnished property. It has 1 wardrobe, 1 sofa, 1 dining table and 1 bed. It also has 1 modular kitchen. It’s on 1st floor out of 2 floors building. It is a road facing property. The property is in a complex owned by a co-operative society. It has 1 bathroom and 1 balcony. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,north,1,1,0,1,1,1,0,1,0,1,1,1,,,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,
SEC 115 MOHALI KHARAR LANDRAN ROAD,555,1450000,INR,,1,1,"It has an area of 555 sqft with a carpet area of 502 sqft . The property is available at a price of Rs. 14.50 lac (negotiable ). The house is furnished. Furnishings include 1 wardrobe, 1 sofa, 1 bed and 1 modular kitchen. It is located on the 1st floor(out of a total of 3 floor(s)). The property is in a complex owned by a co-operative society. It has 1 bathroom and 1 balcony. It is a ready-to-move-in property. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Contact us for more details. ",1,south,1,1,0,1,1,1,0,1,0,1,1,1,,,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,
Mohali Sector 127,999,1950000,INR,,1,1,"A 2 bhk property is available for sale in Mohali Sector 127, Chandigarh. It is a furnished property. Furnishings include 1 wardrobe, 1 sofa, 1 dining table, 1 bed and 1 modular kitchen. The property provides an excellent view as it is a corner property. The property is in a complex owned by a co-operative society. It is a ready-to-move-in property. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Please contact for more details. ",1,north,1,1,0,1,1,1,0,1,0,0,1,1,,,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,
Mohali Sec 117,1000,3590000,INR,,1,1,"A 2 bhk property is available for sale in Mohali Sec 117, Chandigarh. It has a built-up area of 1000 sqft and is priced at Rs. 35.90 lac (negotiable). Its main door is facing northeast direction. The property is in a complex owned by a co-operative society. The property has 2 bathrooms and 2 balconies. This residential property is ready-to-move-in. The site is in close proximity to various civic utilities. Please contact us for more details. ",1,northeast,0,1,0,1,1,0,0,0,0,0,0,1,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,
Dera Bassi,1620,3590000,INR,,1,1,"It’s a 3 bhk builder floor situated in Dera Bassi, Chandigarh. It has a salable area of 1620 sqft and is available at a price of Rs. 2,216 per sqft. It is located on the 1st floor(out of a total of 3 floor(s)). It is a corner property. If you are interested, please contact us for more details. ",1,northeast,0,0,0,1,1,0,0,0,0,0,0,0,7.1,,,,,,,,,1.0,,,,,,,
Dhakoli,1100,3300000,INR,1,1,0,,1,northeast,0,122,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Gazipur,1750,3790000,INR,,1,0,,1,west,0,122,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Badal Colony,1650,3795000,INR,,1,0,,1,south,0,122,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Mohali Sector 127,1010,2690000,INR,,1,1,"It’s a 2bhk apartment situated in Sector 127 Mohali. It has an area of 1010 sqft with a carpet area of 970 sqft . The property is available at a price of Rs. 26.90 lac . It is facing east direction. The property is available on freehold. The property has 2 bathrooms and 2 balconies. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities.",1,east,1,2,0,1,1,1,0,0,0,0,1,0,,,,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,
Mohali Sector 127,1010,2685000,INR,,1,1,"A spacious 2 bhk builder floor is available for sale in Mohali Sector 127, Chandigarh. It has a built-up area of 1010 sqft and is priced at Rs. 26.85 lac (negotiable). It is a furnished property. It is on 2nd floor. The building has a total of 2 floor(s). The property provides an excellent view as it overlooks the garden. The property is available on freehold. It has 2 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. If you are interested, please contact us for more details. ",1,east,1,2,0,1,1,1,0,0,0,0,1,0,,,,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,
Mohali Sector 127,810,1990000,INR,,1,0,"2 bhk fully furnished flat n mohali sector 127
some special offers are
modular kitchen, ro, chimney, led light led panel, wallpaper. double bed.fall ceiling, etc
21000 booking amount
90% bank loan available in all leading banks.",1,east,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,1.0,,,,1.0,1.0,1.0,,,,,
Mohali Sector 127,810,2190000,INR,,1,1,"It’s a 2bhk multistorey apartment situated in Sector 127 Mohali. It has an area of 810 sqft with a carpet area of 775 sqft . The property is available at a price of Rs. 21.90 lac . It is facing east direction. The property is available on freehold. The property has 2 bathrooms and 2 balconies. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities.",1,east,1,2,0,1,1,1,0,0,0,0,1,0,,,,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,
Mohali Sector 127,1150,3190000,INR,,1,1,"It’s a 3bhk multistorey apartment situated in Sector 127 Mohali. It has an area of 1150 sqft with a carpet area of 1100 sqft . The property is available at a price of Rs. 31.90 lac . It is facing east direction. The property is available on freehold. The property has 3 bathrooms and 2 balconies. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities.",1,east,1,2,0,1,1,1,0,0,0,0,1,0,,,,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,
Mohali Sec 125,1150,3180000,INR,,1,1,"It’s a 3bhk multistorey apartment situated in Sector 127 Mohali. It has an area of 1150 sqft with a carpet area of 1100 sqft . The property is available at a price of Rs. 31.80 lac . It is facing east direction. The property is available on freehold. The property has 3 bathrooms and 2 balconies. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities.",1,east,1,2,0,1,1,1,0,0,0,0,1,0,,,,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,
Mohali Sector 127,1008,2690000,INR,,1,1,"It’s a 2bhk multistorey apartment situated in Sector 127 Mohali. It has an area of 1008 sqft with a carpet area of 985 sqft . The property is available at a price of Rs. 26.90 lac . It is facing east direction. The property is available on freehold. The property has 2 bathrooms and 2 balconies. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities.",1,east,1,2,0,1,1,1,0,0,0,0,1,0,,,,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,
Mohali Sector 127,1010,2670000,INR,,1,1,"A 2 bhk property is available for sale in Mohali Sector 127, Chandigarh. It has a salable area of 1010 sqft and is available at a price of Rs. 2,643 per sqft. The house is furnished. The property has 2 bathrooms and 2 balconies. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. ",1,east,1,2,0,1,1,1,0,0,0,0,1,0,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,
Mohali Sector 127,950,2090000,INR,,1,1,Well designed 2 bhk builder floor is available at a prime location in Mohali Sector 127. It has an area of 950 sqft with a carpet area of 900 sqft . The property is available at a price of Rs. 20.90 lac (negotiable ). The house is furnished. It is on 2nd floor. The building has a total of 2 floor(s). Its main door is facing east direction. The property is available on freehold. It has 2 bathrooms and 2 balconies. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is well connected to the city areas. Please contact us for more details. ,1,east,1,2,0,1,1,1,0,0,0,0,1,0,,,,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,
Mohali Sector 127,1350,3190000,INR,,1,1,This spacious 3 bhk builder floor is available for sale and is located in the heart of Mohali Sector 127. It has a built-up area of 1350 sqft and is priced at Rs. 31.90 lac (negotiable). The house is furnished. It is located on the 2nd floor(out of a total of 2 floor(s)). It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. ,1,east,1,2,0,1,1,1,0,0,0,0,1,0,,,,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,
Gazipur,1750,3790000,INR,,1,0,,1,west,0,122,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Dhakoli,1600,3750000,INR,1,1,0,,1,north,0,122,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Gazipur,1600,3700000,INR,,1,0,,1,west,0,122,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Gazipur,1650,3700000,INR,,1,0,,1,west,0,122,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
SECTOR 115 MOHALI ON KHARAR LANDRAN ROAD,550,1490000,INR,,1,1,"This state of the art and highly modern project takes pride in claiming to be affordable. The planning of the project is smart and evident by the design and layout, the location and the fittings. It is a spacious project with smart homes which fit smartly into ones needs and budget. Its features promise a life of peace, contentment and convenience. The project boasts of the amenities that are synonymous to luxury and is justified in doing so. Adding to these, the homes have ample cross ventilation with unmatched privacy to its occupants. With everything grand and beautiful, the project certainly makes the residents money worth investing",1,,0,0,0,0,1,1,0,0,0,0,1,0,,,,,,,1.0,,,1.0,,,,1.0,,1.0,
Mohali Sector 127,1015,2685000,INR,,1,1,"It’s a 2bhk multistorey apartment situated in Sector 127 Mohali. It has an area of 1015 sqft with a carpet area of 1000 sqft . The property is available at a price of Rs. 26.85 lac . It is facing east direction. The property is available on freehold. The property has 2 bathrooms and 2 balconies. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities.",1,east,1,2,0,1,1,1,0,0,0,0,1,0,,,,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,
Mohali Sector 127,945,2690000,INR,,1,1,"A spacious 3 bhk builder floor is available for sale in Mohali Sector 127, Chandigarh. It has an area of 945 sqft with a carpet area of 900 sqft . The property is available at a price of Rs. 26.90 lac (negotiable ). It is on 2nd floor. The building has a total of 2 floor(s). The property provides an excellent view as it overlooks the garden. It is well connected to the city areas. Kindly call us for details. ",1,east,1,2,0,1,1,1,0,0,0,0,1,0,,,,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,
Mohali Sector 127,945,2490000,INR,,1,1,"It’s a 2bhk multistorey apartment situated in Sector 127 Mohali. It has an area of 945 sqft with a carpet area of 900 sqft . The property is available at a price of Rs. 24.90 lac . It is facing east direction. The property is available on freehold. The property has 2 bathrooms and 2 balconies. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities.",1,east,1,2,0,1,1,1,0,0,0,0,1,0,,,,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,
Mohali Sector 127,1134,3490000,INR,,1,1,Well designed 3 bhk builder floor is available at a prime location in Mohali Sector 127. It has an area of 1134 sqft with a carpet area of 1100 sqft . The property is available at a price of Rs. 34.90 lac (negotiable ). It is located on the 2nd floor(out of a total of 2 floor(s)). It is east facing property. The property is available on freehold. The property has 3 bathrooms and 2 balconies. It is situated in the proximity of all the important facilities. Please contact for more details. ,1,east,1,2,0,1,1,1,0,0,0,0,1,0,,,,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,
Mohali Sector 127,1296,3390000,INR,,1,1,"It has a salable area of 1296 sqft and is available at a price of Rs. 2,615 per sqft. The house is furnished. The property has 2 bathrooms and 2 balconies. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,east,1,2,0,1,1,1,0,0,0,0,1,0,,,,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,
Mohali Sector 127,960,2490000,INR,,1,1,"It’s a 2bhk multistorey apartment situated in Sector 127 Mohali. It has an area of 960 sqft with a carpet area of 910 sqft . The property is available at a price of Rs. 24.90 lac . It is facing east direction. The property is available on freehold. The property has 2 bathrooms and 2 balconies. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities.",1,east,1,2,0,1,1,1,0,0,0,0,1,0,,,,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,
Mohali Sector 127,1350,2990000,INR,,1,1,"A 3 bhk property is available for sale in Mohali Sector 127, Chandigarh. It has an area of 1350 sqft with a carpet area of 1300 sqft . The property is available at a price of Rs. 29.90 lac (negotiable ). It has 3 bathrooms and 2 balconies. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. ",1,east,1,2,0,1,1,1,0,0,0,1,1,0,,,,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,
Mohali Sector 127,1150,3590000,INR,,1,1,"It’s a 3bhk multistorey apartment situated in Sector 127 Mohali. It has an area of 1150 sqft with a carpet area of 1100 sqft . The property is available at a price of Rs. 35.90 lac . It is facing east direction. The property is available on freehold. The property has 3 bathrooms and 2 balconies. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities.",1,east,1,2,0,1,1,1,0,0,0,0,1,0,,,,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,
SEC 115 MOHALI KHARAR LANDRAN ROAD,950,2490000,INR,,1,1,"It has an area of 950 sqft with a carpet area of 910 sqft . The property is available at a price of Rs. 24.90 lac (negotiable ). It is a furnished property. It has 2 wardrobe, 1 sofa, 2 bed and 1 modular kitchen. It is on the 2nd floor of the building (total number of floors are 2). The property has 2 bathrooms and 2 balconies. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. ",1,east,1,2,0,1,1,1,0,0,0,0,1,0,,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,
Mohali Sector 127,900,2085000,INR,,1,1,"A spacious 2 bhk builder floor is available for sale in Mohali Sector 127, Chandigarh. It has a built-up area of 900 sqft and is priced at Rs. 20.85 lac (negotiable). It is a furnished property. It’s on 2nd floor out of 2 floors building. One of the major USPs of the property is that it is a garden facing property. The property has 2 bathrooms and 2 balconies. It is a ready-to-move-in property. It is situated in the proximity of all the important facilities. ",1,east,1,2,0,1,1,1,0,0,0,0,1,0,,,,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,
